Price,Close,Log_Return
Ticker,TSLA,
Date,,
2020-01-02,28.68400001525879,
2020-01-03,29.534000396728516,0.02920267893223429
2020-01-06,30.1026668548584,0.019071612174755247
2020-01-07,31.270666122436523,0.03806670586808656
2020-01-08,32.80933380126953,0.048032568493066904
2020-01-09,32.089332580566406,-0.022189385476863444
2020-01-10,31.876667022705078,-0.006649355680979626
2020-01-13,34.990665435791016,0.09320702322102224
2020-01-14,35.861331939697266,0.024578286172624794
2020-01-15,34.56666564941406,-0.03676981311758122
2020-01-16,34.232666015625,-0.00970946227670784
2020-01-17,34.03333282470703,-0.005839913304383257
2020-01-21,36.47999954223633,0.06942373110021945
2020-01-22,37.97066879272461,0.04004983514491321
2020-01-23,38.14666748046875,0.004624413044606698
2020-01-24,37.654666900634766,-0.012981499419033645
2020-01-27,37.201332092285156,-0.012112331857897394
2020-01-28,37.793331146240234,0.01578809278786119
2020-01-29,38.732666015625,0.02455066473079113
2020-01-30,42.72066879272461,0.09799952270077929
2020-01-31,43.371334075927734,0.015115867923964223
2020-02-03,52.0,0.18144500086765858
2020-02-04,59.137332916259766,0.1286186970285338
2020-02-05,48.97999954223633,-0.18845037343186985
2020-02-06,49.930667877197266,0.019223358515689473
2020-02-07,49.871334075927734,-0.0011890304222129079
2020-02-10,51.41866683959961,0.030554904345579816
2020-02-11,51.62533187866211,0.0040112052857509935
2020-02-12,51.15266799926758,-0.009197828567077742
2020-02-13,53.599998474121094,0.04673438827304504
2020-02-14,53.33533477783203,-0.004949986662921484
2020-02-18,57.22666549682617,0.0704209168261074
2020-02-19,61.16133117675781,0.06649517653196184
2020-02-20,59.96066665649414,-0.019826354777620056
2020-02-21,60.06666564941406,0.0017662480443414094
2020-02-24,55.58599853515625,-0.07752369493467591
2020-02-25,53.32733154296875,-0.041482357972054684
2020-02-26,51.91999816894531,-0.026744949535016983
2020-02-27,45.266666412353516,-0.13713311629061195
2020-02-28,44.53266525268555,-0.016347950327421108
2020-03-02,49.574668884277344,0.1072570247859105
2020-03-03,49.70066833496094,0.0025383850988232293
2020-03-04,49.96666717529297,0.005337746224066965
2020-03-05,48.30266571044922,-0.033869376791647296
2020-03-06,46.89866638183594,-0.029497510135476336
2020-03-09,40.53333282470703,-0.14586457137702016
2020-03-10,43.02199935913086,0.059586929551683376
2020-03-11,42.28200149536133,-0.01735009892797303
2020-03-12,37.369998931884766,-0.12349328402408655
2020-03-13,36.44133377075195,-0.02516454136147571
